Unnamed: 0,review,rating,topic,topic_probability,topic_label,rating_number_only,sentiment
26058,crew member cooperative manager food order regular order artisan chicken guacamole pico fry banana smoothie crew member order dine go mayo ketchup bbq tangy ketchup machine change customer evethough happy request kitchen,3 stars,3,0.40852174,"Food quality issues (cold/old fries, burgers, nuggets)",3,neutral
26059,big mac meat patty thin bread lettuce lettuce thick meat patty,1 star,5,0.5824877,"Miscellanous, general complains about environment",1,negative
26060,people ridiculous bunch kid job leadership employee entire place full unhappy hungry customer ubereat people complete madhouse,1 star,0,0.47563088,"Bad service, wrong orders, rude staff",1,negative
26061,origin bad review bit star police officer entitled police discount,5 stars,0,0.535675,"Bad service, wrong orders, rude staff",5,positive
26062,ill spare typical mcdonald speech bad blablabla reliable source actual late nite craving midnight sugarysalty craving time reliable,5 stars,5,0.344603,"Miscellanous, general complains about environment",5,positive
26063,medium coffee dollar,2 stars,3,0.79156375,"Food quality issues (cold/old fries, burgers, nuggets)",2,negative
26064,bad,1 star,0,0.583332,"Bad service, wrong orders, rude staff",1,negative
26065,way manager employee pot location horrible,1 star,0,0.595662,"Bad service, wrong orders, rude staff",1,negative
26066,hour wait employee,1 star,4,0.79084307,"Long wait times, slow drive-thru",1,negative
26067,minute small frappe little bit caramel bad service mackdona,1 star,1,0.39991182,"Fast and quick service, clean place, friendly staff",1,negative
26068,night minute line,2 stars,4,0.79160136,"Long wait times, slow drive-thru",2,negative
26069,store open hour employee music open lazy employee location,1 star,4,0.8022146,"Long wait times, slow drive-thru",1,negative
26070,food deliciousi big fry hot,5 stars,5,0.6113288,"Miscellanous, general complains about environment",5,positive
26071,sad put review mcdonald slow re,3 stars,4,0.86008245,"Long wait times, slow drive-thru",3,neutral
26072,minute thru car park piece whole order ready refund lot employee order ready,1 star,4,0.79753864,"Long wait times, slow drive-thru",1,negative
26073,beautiful building convenient in out order right complaint,5 stars,1,0.3441949,"Fast and quick service, clean place, friendly staff",5,positive
26074,horrible customer service star food cold,1 star,0,0.52013326,"Bad service, wrong orders, rude staff",1,negative
26075,everyday order last month food minute damn girl food time phone stop work attitude right,1 star,4,0.5071812,"Long wait times, slow drive-thru",1,negative
26076,food good customer service improvement,3 stars,0,0.54957414,"Bad service, wrong orders, rude staff",3,neutral
26077,bad mcdonald experience bad staff unprofessional nasty place pig stuy young lady urge mcdonald due filthiness restaurant response upper management,1 star,0,0.79128236,"Bad service, wrong orders, rude staff",1,negative
26078,rate uber request allergic mustard mustard onnneeee freakin direction,1 star,5,0.39631927,"Miscellanous, general complains about environment",1,negative
26079,cup side sauce drive thru way order,2 stars,4,0.5719077,"Long wait times, slow drive-thru",2,negative
26080,rude disrespectful manger close door face messed order close drive thru order messed,1 star,4,0.5824277,"Long wait times, slow drive-thru",1,negative
26081,staff rude,1 star,0,0.72084296,"Bad service, wrong orders, rude staff",1,negative
26082,chick least good customer service system ice cream mcdonlad worker work taco street,1 star,0,0.8417335,"Bad service, wrong orders, rude staff",1,negative
26083,line minute food beware,1 star,4,0.83219534,"Long wait times, slow drive-thru",1,negative
26084,good service breakfast mocha coffee,5 stars,2,0.45602828,"Overall good price, quality, service",5,positive
26085,bad mcdonald card machine,1 star,0,0.8328191,"Bad service, wrong orders, rude staff",1,negative
26086,open hour closed seating,1 star,4,0.63335663,"Long wait times, slow drive-thru",1,negative
26087,open 24hrs drive,1 star,4,0.54180276,"Long wait times, slow drive-thru",1,negative
26088,rude staff line minute mcdonald,1 star,0,0.56617767,"Bad service, wrong orders, rude staff",1,negative
26089,meal juice apple horrible service,2 stars,3,0.36273566,"Food quality issues (cold/old fries, burgers, nuggets)",2,negative
26090,time rude customer service ridiculous wait cost couple block,1 star,0,0.48078108,"Bad service, wrong orders, rude staff",1,negative
26091,quick service drink counter parking note sure park way point,4 stars,0,0.42223638,"Bad service, wrong orders, rude staff",4,positive
26092,name frankie new employee mcdonald,5 stars,0,0.83235043,"Bad service, wrong orders, rude staff",5,positive
26093,manager rude bad service customer request refill sprite customer amazed attitude,1 star,0,0.6389364,"Bad service, wrong orders, rude staff",1,negative
26094,restaurant clean worker tired angry food fresh theater sad movie,3 stars,1,0.47225618,"Fast and quick service, clean place, friendly staff",3,neutral
26095,horrible terrible lunch hour service young african american girl order eye contact eye question mcdonald,1 star,4,0.34413135,"Long wait times, slow drive-thru",1,negative
26096,slow service single time order,2 stars,4,0.58061606,"Long wait times, slow drive-thru",2,negative
26097,service suck bad attitude espcialty drive trhu change service alot costumer friend,1 star,0,0.3649966,"Bad service, wrong orders, rude staff",1,negative
26098,fast food reason fast key staff rude time order correct,1 star,0,0.636973,"Bad service, wrong orders, rude staff",1,negative
26099,time food dismal lot employee ineffective serve customer,1 star,0,0.48844472,"Bad service, wrong orders, rude staff",1,negative
26100,fry salt fry full salt soda manner,3 stars,0,0.39584658,"Bad service, wrong orders, rude staff",3,neutral
26101,fast food fair price clean people food possible way allamerican establishment fast food hurry goto place,3 stars,1,0.7188589,"Fast and quick service, clean place, friendly staff",3,neutral
26102,horrible disaster,1 star,0,0.7222074,"Bad service, wrong orders, rude staff",1,negative
26103,line minute least line sign trash edit,1 star,4,0.75915945,"Long wait times, slow drive-thru",1,negative
26104,bad,1 star,0,0.58333206,"Bad service, wrong orders, rude staff",1,negative
26105,bad place day night cold manager mcdonald manager restaurantbad star,1 star,0,0.53727484,"Bad service, wrong orders, rude staff",1,negative
26107,review rude staff bizarre mcdonald,1 star,0,0.83242136,"Bad service, wrong orders, rude staff",1,negative
26108,staff friendly nice people hard employee mcdonald,5 stars,1,0.54315704,"Fast and quick service, clean place, friendly staff",5,positive
26109,employee horrendous way care mcdonald folk response corporate,1 star,0,0.7809882,"Bad service, wrong orders, rude staff",1,negative
26110,good service hot food friendly employee overnight morning thank,5 stars,1,0.68947065,"Fast and quick service, clean place, friendly staff",5,positive
26111,big concern homeless people shaddy people staff little bit friendly,3 stars,5,0.48226026,"Miscellanous, general complains about environment",3,neutral
26112,popular hr mcdonald indoor dining visit breakfast fresh,4 stars,5,0.505675,"Miscellanous, general complains about environment",4,positive
26113,drive speaker mcdonald smart hour open day night moment,1 star,4,0.9163216,"Long wait times, slow drive-thru",1,negative
26114,hour woman closed mcdonald hour am,1 star,4,0.88032997,"Long wait times, slow drive-thru",1,negative
26115,order napkin sauce bbq nugget mix flavor,2 stars,3,0.47672254,"Food quality issues (cold/old fries, burgers, nuggets)",2,negative
26116,bad mcd,1 star,0,0.72220594,"Bad service, wrong orders, rude staff",1,negative
26117,pic order guy order glove rude,1 star,0,0.5952237,"Bad service, wrong orders, rude staff",1,negative
26118,bad rude employee service hereedit mask glove ether,1 star,0,0.73790836,"Bad service, wrong orders, rude staff",1,negative
26119,slow bad customer service place loose mcdonald attende,1 star,0,0.7059489,"Bad service, wrong orders, rude staff",1,negative
26120,friendly staff clean tasty food,4 stars,1,0.6546874,"Fast and quick service, clean place, friendly staff",4,positive
26121,order check order wrong,1 star,0,0.8330398,"Bad service, wrong orders, rude staff",1,negative
26122,poor service nugget medium fry caramel medium mocha frappe small mocha salad dressing difference small ask neglect caramel chocolate attitude,2 stars,3,0.4795434,"Food quality issues (cold/old fries, burgers, nuggets)",2,negative
26123,slow service dirty store employee lack customer service skill big roach lobby area pm sad,1 star,4,0.37286434,"Long wait times, slow drive-thru",1,negative
26124,customer service terrible lady work angry terrible thank,1 star,0,0.58788353,"Bad service, wrong orders, rude staff",1,negative
26125,fast place,4 stars,1,0.72189623,"Fast and quick service, clean place, friendly staff",4,positive
26126,disaster manager wth order time rapid food restaurant,1 star,0,0.5700309,"Bad service, wrong orders, rude staff",1,negative
26127,star bad establishment people job time long attitude employee mcdonald,1 star,0,0.76887006,"Bad service, wrong orders, rude staff",1,negative
26128,quick mcdonald quality food old dark usual hard chicken sandwich,4 stars,3,0.39726698,"Food quality issues (cold/old fries, burgers, nuggets)",4,positive
26129,simple english drink moslty ice flavor ask ice get cup ice separate,2 stars,0,0.7576161,"Bad service, wrong orders, rude staff",2,negative
26130,first time fast service,5 stars,4,0.43320245,"Long wait times, slow drive-thru",5,positive
